log_id,student_id,session_date,attended
ATT-8D774C5C,STU-ED351E,2025-08-25,1
ATT-45D415B9,STU-ED351E,2025-09-01,1
ATT-C341C177,STU-ED351E,2025-09-08,1
ATT-B89BE7BB,STU-ED351E,2025-09-15,1
ATT-1B6CBD9C,STU-ED351E,2025-09-22,0
ATT-C6629B5C,STU-ED351E,2025-09-29,1
ATT-FEFB2D91,STU-ED351E,2025-10-06,1
ATT-2378869B,STU-ED351E,2025-10-13,1
ATT-7D6B8543,STU-ED351E,2025-10-20,1
ATT-7DBFF0CA,STU-ED351E,2025-10-27,1
ATT-FC9FFC69,STU-ED351E,2025-11-03,0
ATT-67783CEE,STU-ED351E,2025-11-10,1
ATT-738CA458,STU-ED351E,2025-11-17,1
ATT-4E98CE45,STU-ED351E,2025-11-24,1
ATT-33F6C2A6,STU-ED351E,2025-12-01,1
ATT-D8FE4DD0,STU-ED351E,2025-06-05,0
ATT-62785348,STU-ED351E,2025-06-12,0
ATT-03955BE7,STU-ED351E,2025-06-19,1
ATT-0699740D,STU-ED351E,2025-06-26,1
ATT-3950DC2E,STU-ED351E,2025-07-03,0
ATT-CB29A76C,STU-ED351E,2025-07-10,1
ATT-42C09451,STU-ED351E,2025-07-17,1
ATT-7AAEDFC5,STU-ED351E,2025-07-24,0
ATT-8D026CA6,STU-ED351E,2025-07-31,1
ATT-A7B7B352,STU-ED351E,2025-08-07,1
ATT-474E7714,STU-ED351E,2025-08-14,1
ATT-A17FCEF7,STU-ED351E,2025-08-21,1
ATT-340D7B5F,STU-ED351E,2025-08-28,0
ATT-9281D9D4,STU-ED351E,2025-09-04,1
ATT-D66F8A05,STU-ED351E,2025-09-11,1
ATT-060660CF,STU-ED351E,2025-09-18,1
ATT-63B888BF,STU-ED351E,2025-09-25,1
ATT-479FCC42,STU-ED351E,2025-10-02,1
ATT-3E2DFFDD,STU-ED351E,2025-10-09,1
ATT-4D92AB2E,STU-ED351E,2025-10-16,1
ATT-5DD8D41B,STU-ED351E,2025-10-23,1
ATT-2AC47505,STU-ED351E,2025-10-30,1
ATT-0133203E,STU-ED351E,2025-11-06,1
ATT-57C1CC2C,STU-ED351E,2025-11-13,0
ATT-A543DC86,STU-ED351E,2025-11-20,1
ATT-EC98C149,STU-ED351E,2025-11-27,1
ATT-BDD72F5A,STU-CA2B8E,2025-06-02,1
ATT-EA28DDE2,STU-CA2B8E,2025-06-09,1
ATT-EA3B560E,STU-CA2B8E,2025-06-16,1
ATT-5701AEC5,STU-CA2B8E,2025-06-23,1
ATT-B0F0D4D7,STU-CA2B8E,2025-06-30,1
ATT-7F5BBF1E,STU-CA2B8E,2025-07-07,1
ATT-7D13C078,STU-CA2B8E,2025-07-14,1
ATT-965B7157,STU-CA2B8E,2025-07-21,1
ATT-012B49EE,STU-CA2B8E,2025-07-28,1
ATT-DE3F7798,STU-CA2B8E,2025-08-04,1
ATT-DC0D568A,STU-CA2B8E,2025-08-11,1
ATT-F61D3CA6,STU-CA2B8E,2025-08-18,1
ATT-31FC812A,STU-CA2B8E,2025-08-25,1
ATT-EEEB9078,STU-CA2B8E,2025-09-01,1
ATT-479A3F18,STU-CA2B8E,2025-09-08,1
ATT-EC5F628C,STU-CA2B8E,2025-09-15,0
ATT-6F43E6B3,STU-CA2B8E,2025-09-22,1
ATT-72AC9EB4,STU-CA2B8E,2025-09-29,1
ATT-EBA14001,STU-CA2B8E,2025-10-06,0
ATT-04F1857B,STU-CA2B8E,2025-10-13,1
ATT-32BF2AA4,STU-CA2B8E,2025-10-20,0
ATT-F4B5966D,STU-CA2B8E,2025-10-27,1
ATT-1B252D6B,STU-CA2B8E,2025-11-03,0
ATT-435270CA,STU-CA2B8E,2025-11-10,1
ATT-EE947B93,STU-CA2B8E,2025-11-17,1
ATT-863E58D0,STU-CA2B8E,2025-11-24,1
ATT-8FA7643E,STU-CA2B8E,2025-12-01,1
ATT-0908200E,STU-CA2B8E,2025-06-05,1
ATT-9D268FEF,STU-CA2B8E,2025-06-12,1
ATT-8B4C9CEA,STU-CA2B8E,2025-06-19,0
ATT-C5B92F81,STU-CA2B8E,2025-06-26,1
ATT-B86E1944,STU-CA2B8E,2025-07-03,1
ATT-400A8AC2,STU-CA2B8E,2025-07-10,1
ATT-1C0B1205,STU-CA2B8E,2025-07-17,1
ATT-5B292532,STU-CA2B8E,2025-07-24,1
ATT-C5CBAC6B,STU-CA2B8E,2025-07-31,0
ATT-CBA3F4AB,STU-CA2B8E,2025-08-07,1
ATT-A980F76E,STU-CA2B8E,2025-08-14,0
ATT-94E4A27E,STU-CA2B8E,2025-08-21,1
ATT-4DB5E50C,STU-CA2B8E,2025-08-28,1
ATT-E52DB688,STU-CA2B8E,2025-09-04,0
ATT-322235F3,STU-CA2B8E,2025-09-11,1
ATT-EDA6700B,STU-CA2B8E,2025-09-18,1
ATT-14B314E9,STU-CA2B8E,2025-09-25,0
ATT-177428AA,STU-CA2B8E,2025-10-02,1
ATT-5A612BAA,STU-CA2B8E,2025-10-09,1
ATT-5705D049,STU-CA2B8E,2025-10-16,1
ATT-507C3B74,STU-CA2B8E,2025-10-23,1
ATT-14AAC6DB,STU-CA2B8E,2025-10-30,0
ATT-5978D49B,STU-CA2B8E,2025-11-06,1
ATT-84997173,STU-CA2B8E,2025-11-13,1
ATT-5C91DB06,STU-CA2B8E,2025-11-20,1
ATT-B392C572,STU-CA2B8E,2025-11-27,1
ATT-3C974117,STU-0E06C9,2025-06-02,1
ATT-907736B9,STU-0E06C9,2025-06-09,1
ATT-B12AEFB3,STU-0E06C9,2025-06-16,0
ATT-973AB622,STU-0E06C9,2025-06-23,1
ATT-ABA55B94,STU-0E06C9,2025-06-30,1
ATT-67F6D72B,STU-0E06C9,2025-07-07,1
ATT-265D2EF6,STU-0E06C9,2025-07-14,0
ATT-28E322B9,STU-0E06C9,2025-07-21,1
ATT-A4C537A7,STU-0E06C9,2025-07-28,1
ATT-4730C88D,STU-0E06C9,2025-08-04,1
ATT-8705FCB0,STU-0E06C9,2025-08-11,1
ATT-F8681E61,STU-0E06C9,2025-08-18,1
ATT-CBCFCA0D,STU-0E06C9,2025-08-25,1
ATT-2FEB67B7,STU-0E06C9,2025-09-01,1
ATT-5B8EFF5D,STU-0E06C9,2025-09-08,0
ATT-6A4F066F,STU-0E06C9,2025-09-15,1
ATT-A965EC5E,STU-0E06C9,2025-09-22,1
ATT-CA494987,STU-0E06C9,2025-09-29,1
ATT-9F9FBB2B,STU-0E06C9,2025-10-06,1
ATT-B5360DEB,STU-0E06C9,2025-10-13,1
ATT-AC989945,STU-0E06C9,2025-10-20,1
ATT-54D29153,STU-0E06C9,2025-10-27,1
ATT-79A433F8,STU-0E06C9,2025-11-03,0
ATT-916FAC78,STU-0E06C9,2025-11-10,1
ATT-E55853DE,STU-0E06C9,2025-11-17,1
ATT-1A13D16F,STU-0E06C9,2025-11-24,1
ATT-31DDF15F,STU-0E06C9,2025-12-01,0
ATT-3FD34E43,STU-0E06C9,2025-06-05,0
ATT-AE2C732C,STU-0E06C9,2025-06-12,1
ATT-9B587152,STU-0E06C9,2025-06-19,1
ATT-0614FFCD,STU-0E06C9,2025-06-26,0
ATT-F6582A5D,STU-0E06C9,2025-07-03,0
ATT-F5684ED7,STU-0E06C9,2025-07-10,1
ATT-237706F6,STU-0E06C9,2025-07-17,1
ATT-0B2C336F,STU-0E06C9,2025-07-24,1
ATT-23C5B628,STU-0E06C9,2025-07-31,1
ATT-214BECF8,STU-0E06C9,2025-08-07,0
ATT-55DD265F,STU-0E06C9,2025-08-14,0
ATT-E2B254B7,STU-0E06C9,2025-08-21,1
ATT-359FE0F6,STU-0E06C9,2025-08-28,1
ATT-B7AFCC2D,STU-0E06C9,2025-09-04,1
ATT-979124F0,STU-0E06C9,2025-09-11,1
ATT-1A55DD9E,STU-0E06C9,2025-09-18,1
ATT-05AC07DB,STU-0E06C9,2025-09-25,1
ATT-FBD980CE,STU-0E06C9,2025-10-02,0
ATT-DAC6714A,STU-0E06C9,2025-10-09,1
ATT-7E7BE404,STU-0E06C9,2025-10-16,0
ATT-C9E9B15B,STU-0E06C9,2025-10-23,1
ATT-78D61653,STU-0E06C9,2025-10-30,1
ATT-7CA97DFE,STU-0E06C9,2025-11-06,1
ATT-CD699E8E,STU-0E06C9,2025-11-13,1
ATT-013FEC50,STU-0E06C9,2025-11-20,1
ATT-39611F90,STU-0E06C9,2025-11-27,1
ATT-FFEAB6B9,STU-2E007F,2025-06-02,1
ATT-27F2DE05,STU-2E007F,2025-06-09,1
ATT-4ADA3FCE,STU-2E007F,2025-06-16,1
ATT-2BDAF75B,STU-2E007F,2025-06-23,1
ATT-630465AD,STU-2E007F,2025-06-30,0
ATT-169CCB94,STU-2E007F,2025-07-07,1
ATT-8C7C1898,STU-2E007F,2025-07-14,1
ATT-361EA10A,STU-2E007F,2025-07-21,1
ATT-867D0F17,STU-2E007F,2025-07-28,1
ATT-8B85876F,STU-2E007F,2025-08-04,1
ATT-ECE793B5,STU-2E007F,2025-08-11,0
ATT-083A85E0,STU-2E007F,2025-08-18,1
ATT-A8454801,STU-2E007F,2025-08-25,0
ATT-FA8C543D,STU-2E007F,2025-09-01,0
ATT-0A828866,STU-2E007F,2025-09-08,1
ATT-7379AF93,STU-2E007F,2025-09-15,1
ATT-822BB1D4,STU-2E007F,2025-09-22,1
ATT-0A61094D,STU-2E007F,2025-09-29,0
ATT-4F8F1449,STU-2E007F,2025-10-06,1
ATT-A42D3A05,STU-2E007F,2025-10-13,0
ATT-CF67FCB7,STU-2E007F,2025-10-20,1
ATT-BE7223B4,STU-2E007F,2025-10-27,1
ATT-D15CCFE9,STU-2E007F,2025-11-03,1
ATT-BCB9D45A,STU-2E007F,2025-11-10,0
ATT-E5291BA1,STU-2E007F,2025-11-17,1
ATT-D8BD007F,STU-2E007F,2025-11-24,0
ATT-82136375,STU-2E007F,2025-12-01,1
ATT-AB58EE53,STU-2E007F,2025-06-05,1
ATT-BBE522CE,STU-2E007F,2025-06-12,0
ATT-FC4B3203,STU-2E007F,2025-06-19,1
ATT-ABC358AC,STU-2E007F,2025-06-26,0
ATT-2E47A5D6,STU-2E007F,2025-07-03,0
ATT-9061B6F1,STU-2E007F,2025-07-10,0
ATT-BFEE11E9,STU-2E007F,2025-07-17,1
ATT-CDE7B7F3,STU-2E007F,2025-07-24,0
ATT-CD8F5DF8,STU-2E007F,2025-07-31,0
ATT-C9AA37F5,STU-2E007F,2025-08-07,0
ATT-68437F49,STU-2E007F,2025-08-14,1
ATT-13FC021A,STU-2E007F,2025-08-21,1
ATT-0B644FF6,STU-2E007F,2025-08-28,0
ATT-FDD5260B,STU-2E007F,2025-09-04,1
ATT-6186E595,STU-2E007F,2025-09-11,0
ATT-9DF0C277,STU-2E007F,2025-09-18,0
ATT-91D29ACC,STU-2E007F,2025-09-25,0
ATT-0F629AB5,STU-2E007F,2025-10-02,1
ATT-D0FB0423,STU-2E007F,2025-10-09,1
ATT-2C05F415,STU-2E007F,2025-10-16,1
ATT-5E05172F,STU-2E007F,2025-10-23,1
ATT-348CA910,STU-2E007F,2025-10-30,1
ATT-86D2D234,STU-2E007F,2025-11-06,1
ATT-AE7F625F,STU-2E007F,2025-11-13,1
ATT-6CF91CBF,STU-2E007F,2025-11-20,0
ATT-408B481E,STU-2E007F,2025-11-27,1
ATT-82260B87,STU-9881CF,2025-06-02,1
ATT-52370531,STU-9881CF,2025-06-09,1
ATT-F7EC398C,STU-9881CF,2025-06-16,1
ATT-3F71E28C,STU-9881CF,2025-06-23,0
ATT-82EDF0FC,STU-9881CF,2025-06-30,1
ATT-28C70478,STU-9881CF,2025-07-07,1
ATT-EEC8294D,STU-9881CF,2025-07-14,1
ATT-CEF33B25,STU-9881CF,2025-07-21,1
ATT-02FDDC71,STU-9881CF,2025-07-28,0
ATT-B1905D01,STU-9881CF,2025-08-04,0
ATT-499D8DA9,STU-9881CF,2025-08-11,1
ATT-4BD21455,STU-9881CF,2025-08-18,0
ATT-61DE2B0F,STU-9881CF,2025-08-25,1
ATT-C62C79D7,STU-9881CF,2025-09-01,1
ATT-B937FDD5,STU-9881CF,2025-09-08,1
ATT-911D155F,STU-9881CF,2025-09-15,1
ATT-87EF6CEC,STU-9881CF,2025-09-22,1
ATT-F6987FA1,STU-9881CF,2025-09-29,1
ATT-FA9AD3D3,STU-9881CF,2025-10-06,1
ATT-C1E85059,STU-9881CF,2025-10-13,1
ATT-58F08DC0,STU-9881CF,2025-10-20,1
ATT-FE99DA7E,STU-9881CF,2025-10-27,1
ATT-479E4A03,STU-9881CF,2025-11-03,1
ATT-6F70AC2A,STU-9881CF,2025-11-10,1
ATT-5FC98A8C,STU-9881CF,2025-11-17,0
ATT-1E62E5A5,STU-9881CF,2025-11-24,1
ATT-1EDC8FB3,STU-9881CF,2025-12-01,0
ATT-E71352C7,STU-9881CF,2025-06-05,1
ATT-97E6F46D,STU-9881CF,2025-06-12,1
ATT-A841E8E2,STU-9881CF,2025-06-19,1
ATT-9ECB7E5E,STU-9881CF,2025-06-26,0
ATT-C553E955,STU-9881CF,2025-07-03,1
ATT-60841345,STU-9881CF,2025-07-10,1
ATT-FB2E98B9,STU-9881CF,2025-07-17,0
ATT-F97F1C49,STU-9881CF,2025-07-24,0
ATT-26AF8AEF,STU-9881CF,2025-07-31,1
ATT-04335598,STU-9881CF,2025-08-07,1
ATT-4F18CD23,STU-9881CF,2025-08-14,1
ATT-5D721631,STU-9881CF,2025-08-21,1
ATT-AC4ADBF8,STU-9881CF,2025-08-28,1
ATT-178ED32A,STU-9881CF,2025-09-04,1
ATT-E503ECFA,STU-9881CF,2025-09-11,1
ATT-C9A55317,STU-9881CF,2025-09-18,0
ATT-900FE210,STU-9881CF,2025-09-25,0
ATT-6AD876A4,STU-9881CF,2025-10-02,0
ATT-DEA6FA65,STU-9881CF,2025-10-09,1
ATT-1CE1A5B8,STU-9881CF,2025-10-16,1
ATT-8D75CD5E,STU-9881CF,2025-10-23,0
ATT-5279D305,STU-9881CF,2025-10-30,1
ATT-4375552A,STU-9881CF,2025-11-06,1
ATT-74A565F5,STU-9881CF,2025-11-13,0
ATT-86383B88,STU-9881CF,2025-11-20,1
ATT-E756445C,STU-9881CF,2025-11-27,1
ATT-CD3A19D4,STU-D19C69,2025-06-02,0
ATT-D14869D1,STU-D19C69,2025-06-09,1
ATT-C0CB6E8F,STU-D19C69,2025-06-16,1
ATT-8A81F595,STU-D19C69,2025-06-23,1
ATT-8BD4BA83,STU-D19C69,2025-06-30,1
ATT-BC93F53E,STU-D19C69,2025-07-07,1
ATT-13D29C62,STU-D19C69,2025-07-14,0
ATT-4096EA5C,STU-D19C69,2025-07-21,0
ATT-95BB004B,STU-D19C69,2025-07-28,1
ATT-DAEA6B8E,STU-D19C69,2025-08-04,0
ATT-AA225681,STU-D19C69,2025-08-11,1
ATT-CE2CC4AB,STU-D19C69,2025-08-18,1
ATT-8A933BD5,STU-D19C69,2025-08-25,0
ATT-55C27407,STU-D19C69,2025-09-01,1
ATT-2BF5B983,STU-D19C69,2025-09-08,1
ATT-415949CD,STU-D19C69,2025-09-15,1
ATT-6EEC49B4,STU-D19C69,2025-09-22,1
ATT-755C9A07,STU-D19C69,2025-09-29,0
ATT-F82B7606,STU-D19C69,2025-10-06,1
ATT-358D438D,STU-D19C69,2025-10-13,1
ATT-EE416B13,STU-D19C69,2025-10-20,1
ATT-5B62D186,STU-D19C69,2025-10-27,0
ATT-FE681080,STU-D19C69,2025-11-03,1
ATT-1EF12721,STU-D19C69,2025-11-10,1
ATT-280CC7E9,STU-D19C69,2025-11-17,0
ATT-91849439,STU-D19C69,2025-11-24,0
ATT-9B0C2709,STU-D19C69,2025-12-01,1
ATT-E666315A,STU-D19C69,2025-06-05,1
ATT-4CBFA009,STU-D19C69,2025-06-12,1
ATT-126FD892,STU-D19C69,2025-06-19,1
ATT-E52D50F3,STU-D19C69,2025-06-26,1
ATT-5396775F,STU-D19C69,2025-07-03,1
ATT-A962BD84,STU-D19C69,2025-07-10,1
ATT-E9964892,STU-D19C69,2025-07-17,0
ATT-33E63917,STU-D19C69,2025-07-24,0
ATT-80E29E26,STU-D19C69,2025-07-31,0
ATT-5BBD0F1F,STU-D19C69,2025-08-07,0
ATT-C4AD9ED8,STU-D19C69,2025-08-14,1
ATT-4F463755,STU-D19C69,2025-08-21,1
ATT-5A6418D9,STU-D19C69,2025-08-28,0
ATT-A26FF18D,STU-D19C69,2025-09-04,0
ATT-A5472442,STU-D19C69,2025-09-11,1
ATT-6A97F7C3,STU-D19C69,2025-09-18,1
ATT-621E7B96,STU-D19C69,2025-09-25,1
ATT-CFE184FF,STU-D19C69,2025-10-02,1
ATT-8FEDCE8D,STU-D19C69,2025-10-09,1
ATT-0371AC0C,STU-D19C69,2025-10-16,1
ATT-C9F32EFA,STU-D19C69,2025-10-23,1
ATT-833492AF,STU-D19C69,2025-10-30,0
ATT-0B06A823,STU-D19C69,2025-11-06,1
ATT-3DD293C3,STU-D19C69,2025-11-13,0
ATT-84C28226,STU-D19C69,2025-11-20,1
ATT-2FA2B9E6,STU-D19C69,2025-11-27,1
ATT-7693C34C,STU-7BD6E1,2025-06-02,1
ATT-4AB42E87,STU-7BD6E1,2025-06-09,1
ATT-BC200B84,STU-7BD6E1,2025-06-16,1
ATT-D04F548E,STU-7BD6E1,2025-06-23,0
ATT-3F3CAE14,STU-7BD6E1,2025-06-30,1
ATT-0A54062C,STU-7BD6E1,2025-07-07,1
ATT-063CBEA2,STU-7BD6E1,2025-07-14,0
ATT-4F028DF3,STU-7BD6E1,2025-07-21,1
ATT-FD05C344,STU-7BD6E1,2025-07-28,1
ATT-5894FA3B,STU-7BD6E1,2025-08-04,1
ATT-5BE40C79,STU-7BD6E1,2025-08-11,1
ATT-1F9D8113,STU-7BD6E1,2025-08-18,0
ATT-AFDDA677,STU-7BD6E1,2025-08-25,1
ATT-A201742A,STU-7BD6E1,2025-09-01,0
ATT-638A5FE6,STU-7BD6E1,2025-09-08,1
ATT-1C12DCB2,STU-7BD6E1,2025-09-15,0
ATT-24E87261,STU-7BD6E1,2025-09-22,0
ATT-8ABF1314,STU-7BD6E1,2025-09-29,1
ATT-DA0ECC63,STU-7BD6E1,2025-10-06,1
ATT-4E9A917C,STU-7BD6E1,2025-10-13,0
ATT-B1C0F027,STU-7BD6E1,2025-10-20,1
ATT-CA0E2DA0,STU-7BD6E1,2025-10-27,1
ATT-A788CF40,STU-7BD6E1,2025-11-03,0
ATT-300183DB,STU-7BD6E1,2025-11-10,1
ATT-063F964F,STU-7BD6E1,2025-11-17,1
ATT-39585131,STU-7BD6E1,2025-11-24,0
ATT-FA1EBACA,STU-7BD6E1,2025-12-01,1
ATT-8A1FD4C8,STU-7BD6E1,2025-06-05,1
ATT-64434D87,STU-7BD6E1,2025-06-12,0
ATT-E2A2A6A8,STU-7BD6E1,2025-06-19,0
ATT-776E57B1,STU-7BD6E1,2025-06-26,0
ATT-8AB0C968,STU-7BD6E1,2025-07-03,1
ATT-ED143663,STU-7BD6E1,2025-07-10,1
ATT-1C42CF66,STU-7BD6E1,2025-07-17,0
ATT-34771455,STU-7BD6E1,2025-07-24,1
ATT-4714275D,STU-7BD6E1,2025-07-31,0
ATT-CA0E1CB5,STU-7BD6E1,2025-08-07,1
ATT-AECB9EB3,STU-7BD6E1,2025-08-14,1
ATT-5B9CF0FA,STU-7BD6E1,2025-08-21,1
ATT-F1EFC38C,STU-7BD6E1,2025-08-28,0
ATT-DE25EEA0,STU-7BD6E1,2025-09-04,1
ATT-6645E65C,STU-7BD6E1,2025-09-11,1
ATT-EB1F0E1C,STU-7BD6E1,2025-09-18,1
ATT-39C73261,STU-7BD6E1,2025-09-25,1
ATT-F5D02200,STU-7BD6E1,2025-10-02,1
ATT-C6B183ED,STU-7BD6E1,2025-10-09,1
ATT-FA0310CC,STU-7BD6E1,2025-10-16,1
ATT-5E09EDAB,STU-7BD6E1,2025-10-23,1
ATT-786F7CA6,STU-7BD6E1,2025-10-30,1
ATT-1B4D92CA,STU-7BD6E1,2025-11-06,1
ATT-3E037BE7,STU-7BD6E1,2025-11-13,1
ATT-75E397F8,STU-7BD6E1,2025-11-20,0
ATT-94BA83D7,STU-7BD6E1,2025-11-27,0
ATT-2E6CE30B,STU-98F9F3,2025-06-02,1
ATT-BA1E7FCA,STU-98F9F3,2025-06-09,1
ATT-091D8A4C,STU-98F9F3,2025-06-16,1
ATT-933E8188,STU-98F9F3,2025-06-23,1
ATT-3A029F64,STU-98F9F3,2025-06-30,0
ATT-9F398D76,STU-98F9F3,2025-07-07,1
ATT-D41173D7,STU-98F9F3,2025-07-14,1
ATT-C82CFA33,STU-98F9F3,2025-07-21,1
ATT-D9EA5D91,STU-98F9F3,2025-07-28,0
ATT-478D70A4,STU-98F9F3,2025-08-04,0
ATT-5AC459A5,STU-98F9F3,2025-08-11,1
ATT-B0BE52CD,STU-98F9F3,2025-08-18,0
ATT-6EFB0B3A,STU-98F9F3,2025-08-25,1
ATT-D4C2AF80,STU-98F9F3,2025-09-01,1
ATT-C9BADC56,STU-98F9F3,2025-09-08,0
ATT-DA8BA926,STU-98F9F3,2025-09-15,0
ATT-6B38ADA7,STU-98F9F3,2025-09-22,1
ATT-DA9C2E6D,STU-98F9F3,2025-09-29,0
ATT-3B675DDF,STU-98F9F3,2025-10-06,1
ATT-D40730CD,STU-98F9F3,2025-10-13,1
ATT-EF05680F,STU-98F9F3,2025-10-20,1
ATT-B8C50882,STU-98F9F3,2025-10-27,1
ATT-F21DA9D0,STU-98F9F3,2025-11-03,0
ATT-866CD841,STU-98F9F3,2025-11-10,1
ATT-6C88E230,STU-98F9F3,2025-11-17,0
ATT-D15F5324,STU-98F9F3,2025-11-24,1
ATT-E9E6C61B,STU-98F9F3,2025-12-01,1
ATT-E74621B4,STU-98F9F3,2025-06-05,1
ATT-2EDC9B30,STU-98F9F3,2025-06-12,1
ATT-E2D96BF6,STU-98F9F3,2025-06-19,1
ATT-B9D78CD8,STU-98F9F3,2025-06-26,1
ATT-2F9FF54F,STU-98F9F3,2025-07-03,1
ATT-41BB82F3,STU-98F9F3,2025-07-10,0
ATT-C92A3C12,STU-98F9F3,2025-07-17,1
ATT-63D0AA43,STU-98F9F3,2025-07-24,1
ATT-CAEAE41C,STU-98F9F3,2025-07-31,1
ATT-77AA0221,STU-98F9F3,2025-08-07,1
ATT-1776FE44,STU-98F9F3,2025-08-14,1
ATT-8162BB8E,STU-98F9F3,2025-08-21,1
ATT-5F944611,STU-98F9F3,2025-08-28,0
ATT-C805EF04,STU-98F9F3,2025-09-04,0
ATT-A753421E,STU-98F9F3,2025-09-11,1
ATT-E67AE49C,STU-98F9F3,2025-09-18,0
ATT-150D581E,STU-98F9F3,2025-09-25,0
ATT-3411A509,STU-98F9F3,2025-10-02,1
ATT-B2628A5C,STU-98F9F3,2025-10-09,1
ATT-F3FA084D,STU-98F9F3,2025-10-16,1
ATT-75CF1340,STU-98F9F3,2025-10-23,1
ATT-32E6883E,STU-98F9F3,2025-10-30,1
ATT-63F0F13F,STU-98F9F3,2025-11-06,0
ATT-E8009BA9,STU-98F9F3,2025-11-13,0
ATT-8C9D7FDA,STU-98F9F3,2025-11-20,1
ATT-59AD6F47,STU-98F9F3,2025-11-27,1
ATT-162E8398,STU-D682AC,2025-06-02,0
ATT-11125AEA,STU-D682AC,2025-06-09,0
ATT-150A1466,STU-D682AC,2025-06-16,0
ATT-34B71351,STU-D682AC,2025-06-23,1
ATT-BA9F6C04,STU-D682AC,2025-06-30,1
ATT-BE64DEAC,STU-D682AC,2025-07-07,1
ATT-C7CD5A58,STU-D682AC,2025-07-14,1
ATT-9AE0857A,STU-D682AC,2025-07-21,1
ATT-161F00B2,STU-D682AC,2025-07-28,1
ATT-BF10DD40,STU-D682AC,2025-08-04,1
ATT-9B878886,STU-D682AC,2025-08-11,0
ATT-28EEA984,STU-D682AC,2025-08-18,0
ATT-3E9A0512,STU-D682AC,2025-08-25,0
ATT-8B11637E,STU-D682AC,2025-09-01,0
ATT-FCC1A5F3,STU-D682AC,2025-09-08,1
ATT-E9E69C01,STU-D682AC,2025-09-15,1
ATT-9A40D23B,STU-D682AC,2025-09-22,1
ATT-B88A159A,STU-D682AC,2025-09-29,1
ATT-3B529945,STU-D682AC,2025-10-06,1
ATT-EB12ACFF,STU-D682AC,2025-10-13,1
ATT-2479E161,STU-D682AC,2025-10-20,0
ATT-A24C9D16,STU-D682AC,2025-10-27,1
ATT-7EEB7C80,STU-D682AC,2025-11-03,1
ATT-3EE5C280,STU-D682AC,2025-11-10,1
ATT-2B1A2128,STU-D682AC,2025-11-17,0
ATT-0CDB837E,STU-D682AC,2025-11-24,1
ATT-00235F81,STU-D682AC,2025-12-01,0
ATT-BB73B972,STU-D682AC,2025-06-05,1
ATT-69958D2B,STU-D682AC,2025-06-12,0
ATT-35DD880B,STU-D682AC,2025-06-19,0
ATT-50428CBB,STU-D682AC,2025-06-26,1
ATT-15224955,STU-D682AC,2025-07-03,0
ATT-3F989C1C,STU-D682AC,2025-07-10,1
ATT-21F8E6B8,STU-D682AC,2025-07-17,0
ATT-1E259C58,STU-D682AC,2025-07-24,0
ATT-731C22A2,STU-D682AC,2025-07-31,0
ATT-881A27B8,STU-D682AC,2025-08-07,1
ATT-E8DEA0BC,STU-D682AC,2025-08-14,1
ATT-CB9AEE7E,STU-D682AC,2025-08-21,1
ATT-30EA39C4,STU-D682AC,2025-08-28,1
ATT-BAA017E9,STU-D682AC,2025-09-04,1
ATT-CCBB154B,STU-D682AC,2025-09-11,1
ATT-D36220EE,STU-D682AC,2025-09-18,1
ATT-3BA6910D,STU-D682AC,2025-09-25,0
ATT-0A8A29EE,STU-D682AC,2025-10-02,1
ATT-382496FD,STU-D682AC,2025-10-09,1
ATT-00817838,STU-D682AC,2025-10-16,1
ATT-0B454B2D,STU-D682AC,2025-10-23,0
ATT-87C64322,STU-D682AC,2025-10-30,0
ATT-43CA69B4,STU-D682AC,2025-11-06,1
ATT-D40BC892,STU-D682AC,2025-11-13,1
ATT-11FAF89D,STU-D682AC,2025-11-20,1
ATT-75115634,STU-D682AC,2025-11-27,0
ATT-9A216DF4,STU-0FC967,2025-06-02,1
ATT-E756522D,STU-0FC967,2025-06-09,1
ATT-8F35A50E,STU-0FC967,2025-06-16,1
ATT-39C4A53C,STU-0FC967,2025-06-23,0
ATT-35320761,STU-0FC967,2025-06-30,1
ATT-3DEC276A,STU-0FC967,2025-07-07,0
ATT-977DE827,STU-0FC967,2025-07-14,0
ATT-C8CD4E7C,STU-0FC967,2025-07-21,1
ATT-35696374,STU-0FC967,2025-07-28,0
ATT-82DC0704,STU-0FC967,2025-08-04,1
ATT-4A7F8345,STU-0FC967,2025-08-11,1
ATT-8658B8DF,STU-0FC967,2025-08-18,1
ATT-A3AA97B2,STU-0FC967,2025-08-25,1
ATT-88ACEAD2,STU-0FC967,2025-09-01,1
ATT-9D6E0223,STU-0FC967,2025-09-08,0
ATT-6093F388,STU-0FC967,2025-09-15,1
ATT-80D03614,STU-0FC967,2025-09-22,1
ATT-803E77B4,STU-0FC967,2025-09-29,0
ATT-9F0A9A8F,STU-0FC967,2025-10-06,0
ATT-AE080463,STU-0FC967,2025-10-13,1
ATT-0603FF26,STU-0FC967,2025-10-20,1
ATT-2004D0B8,STU-0FC967,2025-10-27,1
ATT-56C8CE17,STU-0FC967,2025-11-03,1
ATT-2B92C86E,STU-0FC967,2025-11-10,0
ATT-367F4DD2,STU-0FC967,2025-11-17,1
ATT-9B1AA77C,STU-0FC967,2025-11-24,0
ATT-883F0802,STU-0FC967,2025-12-01,1
ATT-D408778A,STU-0FC967,2025-06-05,1
